Requisition,Questionnaire_for_External_Career_Sites_Reference,Questionnaire_for_Internal_Career_Site_Reference,Supervisory_Organization_Reference,Position_Reference,Spotlight_Job,Scheduled_Weekly_Hours,Time_Type_Reference,Primary_Job_Posting_Location_Reference,Primary_Location_Reference,Position_Worker_Type_Reference,Worker_Type_Reference,Job_Profile_Reference,Target_Hire_Date,Recruiting_Start_Date,Job_Requisition_Status_Reference,DateCreated_TaylorMorrisonDatalake,DateModified_TaylorMorrisonDatalake,RequisitionReason
RW1699,,,"[{""@wd:type"":""WID"",""#text"":""9c7619ba46c101b95c183db3f5516f52""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""People Services L&D Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801f6676f0124d0004a5e""},{""@wd:type"":""Position_ID"",""#text"":""WL558360""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1698,,,"[{""@wd:type"":""WID"",""#text"":""5e78f16d118601c84a2b5eb72ccef86a""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Corporate Land Investment""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578016ad0edf523d000405e""},{""@wd:type"":""Position_ID"",""#text"":""WL557280""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1697,,,"[{""@wd:type"":""WID"",""#text"":""e736a04d45590186905d83cf8bba8932""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP-ORG-320""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801b1d82ce923d000365e""},{""@wd:type"":""Position_ID"",""#text"":""WL201273""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1696,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801ac0b9199d05f012acc""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""WLH Advisor (Retention)""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801f66a6f58ca7800cc2c""},{""@wd:type"":""Position_ID"",""#text"":""WL557942""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d81e7fdb95bcd""},{""@wd:type"":""Location_ID"",""#text"":""CO - Englewood""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1695,,,"[{""@wd:type"":""WID"",""#text"":""f2f03472e90310b5230bdeebbdb20e03""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP-ORG-194""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578015f3b2ddc23d0002a5e""},{""@wd:type"":""Position_ID"",""#text"":""WL555785""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1694,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801aa93e97cdffe01973a""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Field Operations A""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801f189d7d023d0001e5e""},{""@wd:type"":""Position_ID"",""#text"":""WL557986""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1693,,,"[{""@wd:type"":""WID"",""#text"":""9c7619ba46c101b95c183db3f5516f52""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""People Services L&D Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801ff6154c623d000125e""},{""@wd:type"":""Position_ID"",""#text"":""WL558188""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1692,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801163a8ac4ccff017d3c""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Information Technology Support Ops A""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801f401b5bb23d000065e""},{""@wd:type"":""Position_ID"",""#text"":""WL557051""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1691,,,"[{""@wd:type"":""WID"",""#text"":""229151757b6401215dbf64ad477f436d""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP-ORG-262""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801b302a1b023d000fa5d""},{""@wd:type"":""Position_ID"",""#text"":""WL557200""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1690,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801a37602d393ff014a3c""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Customer Systems""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801b845fba523d000ee5d""},{""@wd:type"":""Position_ID"",""#text"":""WL558440""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1689,,,"[{""@wd:type"":""WID"",""#text"":""dfe65d77d7b210c0b24af53ab185f19b""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP-ORG-76""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578015453249b23d000e05d""},{""@wd:type"":""Position_ID"",""#text"":""WL558544""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1688,,,"[{""@wd:type"":""WID"",""#text"":""dd1a066e677d10817d006636ab80cc40""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Regional IT Support B""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801ce1d579023d000d65d""},{""@wd:type"":""Position_ID"",""#text"":""WL558455""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1687,,,"[{""@wd:type"":""WID"",""#text"":""dd1a066e677d10817d006636ab80cc40""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Regional IT Support B""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e5780110eef48523d000cc5d""},{""@wd:type"":""Position_ID"",""#text"":""WL558014""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1686,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102915865777726f6aea""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SUP709466""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578015b96ed7a23d000c05d""},{""@wd:type"":""Position_ID"",""#text"":""WL558409""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d7a8425f35bbb""},{""@wd:type"":""Location_ID"",""#text"":""AZ - Scottsdale""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1684,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051029158669395f786aff""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""Houston Division Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e578017998580d0f6700b801""},{""@wd:type"":""Position_ID"",""#text"":""WL558478""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d73187a245ba9""},{""@wd:type"":""Location_ID"",""#text"":""TX - Houston""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d73187a245ba9""},{""@wd:type"":""Location_ID"",""#text"":""TX - Houston""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1683,,,"[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051029158670c0719c6b08""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""East Area Operations""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801c63f35020f6700ae01""},{""@wd:type"":""Position_ID"",""#text"":""WL558413""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d73187a245ba9""},{""@wd:type"":""Location_ID"",""#text"":""TX - Houston""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d73187a245ba9""},{""@wd:type"":""Location_ID"",""#text"":""TX - Houston""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff1998301ebf3f72a35c700744d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADEX""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
RW1682,,,"[{""@wd:type"":""WID"",""#text"":""099af8ca386801dbb44f3830ba016411""},{""@wd:type"":""Organization_Reference_ID"",""#text"":""SoCal Finance Controller""}]","[{""@wd:type"":""WID"",""#text"":""767d5105e57801ce2134c207d500956f""},{""@wd:type"":""Position_ID"",""#text"":""WL558307""}]",0,40.00000,"[{""@wd:type"":""WID"",""#text"":""7de2238c96cb1021f052b6e58d4f01ee""},{""@wd:type"":""Position_Time_Type_ID"",""#text"":""Full_time""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b051028376d8cbd8e065be8""},{""@wd:type"":""Location_ID"",""#text"":""CA - Irvine""}]","[{""@wd:type"":""WID"",""#text"":""cc5437fa4b05102824b3eb44d96c40ce""},{""@wd:type"":""Employee_Type_ID"",""#text"":""Regular""}]","[{""@wd:type"":""WID"",""#text"":""d588c41a446c11de98360015c5e6daf6""},{""@wd:type"":""Worker_Type_ID"",""#text"":""EE""}]","[{""@wd:type"":""WID"",""#text"":""64de2ff19983016798076952c700c54d""},{""@wd:type"":""Job_Profile_ID"",""#text"":""WLADNE""}]",2020-02-06,2020-02-06,"[{""@wd:type"":""WID"",""#text"":""232c295da09343aea44be6eb390d719f""},{""@wd:type"":""Job_Requisition_Status_ID"",""#text"":""FILLED""}]",2023-06-21 05:53:06.593,2026-02-03 01:08:01.220,
